Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.01    0.01   96318/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.01    0.00   88135/88229       f2char__new [463]
                0.00    0.01   95435/412608      raw__integer__is_type [388]
                0.01    0.00   95077/1036065     pfunk2__f2integer(int) [336]
                0.00    0.00   95081/1034613     f2integer(int) [397]
                0.00    0.00   96094/43576003     f2traced_array__elt [132]
-----------------------------------------------
                0.00    0.00       1/15551       f2__primobject_environment__initialize [539]
                0.00    0.00      12/15551       f2__physical_object__new [453]
                0.00    0.00      15/15551       f2__fiber__bytecode_helper__jump_funk__no_increment_pc_reg <cycle 1> [16]
                0.00    0.00      23/15551       f2__cause__new [540]
                0.00    0.00      65/15551       f2__primobject_type__new [408]
                0.01    1.06   15435/15551       f2__fiber__bytecode__newenv [91]
[110]    1.2    0.01    1.06   15551         f2frame__new [110]
                0.00    0.72   15591/15593       f2__ptypehash__new [135]
                0.00    0.25   14469/14469       f2frame__new__raw [234]
                0.00    0.09   15394/47729       pfunk2__f2mutex__new [224]
                0.00    0.00   15268/47049       f2mutex__new [949]
-----------------------------------------------
                0.00    1.02    5365/5365        f2__stream__read <cycle 4> [19]
[111]    1.2    0.00    1.02    5365         f2__stream__try_read_number [111]
                0.00    1.00    5380/5380        f2__stream__try_read_number_list [112]
                0.00    0.02    5148/379045      raw__cons__is_type [103]
                0.00    0.00    3091/43181355     raw__array__elt [4]
                0.00    0.00    3151/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00     695/695         raw__char__decimal_digit_value [763]
                0.00    0.00     867/5868111     raw__eq [187]
                0.00    0.00    3140/43576003     f2traced_array__elt [132]
-----------------------------------------------
                0.00    1.00    5380/5380        f2__stream__try_read_number [111]
[112]    1.2    0.00    1.00    5380         f2__stream__try_read_number_list [112]
                0.00    0.51    5039/5039        f2__stream__try_read_number_list_without_sign [173]
                0.00    0.23    5359/192345      f2__stream__try_read_character [29]
                0.00    0.22    5361/99367       f2__stream__ungetc [51]
                0.00    0.02    5351/379045      raw__cons__is_type [103]
                0.00    0.01   10523/366043      raw__exception__is_type [162]
                0.00    0.00      38/1119799     f2cons__new [10]
                0.00    0.00    5473/5868111     raw__eq [187]
-----------------------------------------------
                0.01    0.98   43227/43227       f2__fiber__bytecode__push__env_reg [101]
[113]    1.2    0.01    0.98   43227         f2__fiber__stack__push_env [113]
                0.00    0.82   48125/1119799     f2cons__new [10]
                0.00    0.07   46572/4798098     raw__array__elt__set [30]
                0.01    0.05   92031/43181355     raw__array__elt [4]
                0.01    0.01   98014/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00   97692/43576003     f2traced_array__elt [132]
-----------------------------------------------
                0.00    0.98   43403/43403       f2__fiber__bytecode__push__return_reg [102]
[114]    1.1    0.00    0.98   43403         f2__fiber__stack__push_return_reg [114]
                0.00    0.82   47997/1119799     f2cons__new [10]
                0.00    0.07   46428/4798098     raw__array__elt__set [30]
                0.01    0.05   92276/43181355     raw__array__elt [4]
                0.01    0.01   97971/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00   97627/43576003     f2traced_array__elt [132]
-----------------------------------------------
                0.96    0.00 11559210/11559210     rbt_tree__insert [24]
[115]    1.1    0.96    0.00 11559210         rbt_node__insert_case3 [115]
-----------------------------------------------
                                2084             f2__scheduler__yield <cycle 1> [523]
                0.59   63.79    9113/9113        processor__start_routine [1]
[116]    1.1    0.05    0.89   11197         f2processor__execute_next_bytecodes <cycle 1> [116]
                0.04    0.36  637791/43181355     raw__array__elt [4]
                0.01    0.23  146083/4798098     raw__array__elt__set [30]
                0.06    0.07  670318/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.04    2842/2850        f2time__new [360]
                0.00    0.03    5794/425852      pfunk2__f2integer__new [73]
                0.01    0.00  667278/43576003     f2traced_array__elt [132]
                0.00    0.01   32535/11393113     this_processor_thread__pool_index [74]
                0.00    0.00   63653/1036065     pfunk2__f2integer(int) [336]
                0.00    0.00   35683/538061      pfunk2__f2mutex__unlock [350]
                0.00    0.00   36466/5540486     raw__nanoseconds_since_1970 [170]
                0.00    0.00   32947/1988022     raw__larva__is_type [286]
                0.00    0.00   35620/537607      f2mutex__unlock [401]
                0.00    0.00   63454/1034613     f2integer(int) [397]
                0.00    0.00   40472/23092537     funk2_processor_mutex__raw_trylock [122]
                0.00    0.00   40533/44490       pfunk2__f2mutex__trylock [611]
                0.00    0.00    2996/1591563     funk2_garbage_collector__signal_enter_protected_region [193]
                0.00    0.00   35509/21203959     funk2_processor_mutex__raw_unlock [190]
                0.00    0.00    2926/1458825     funk2_garbage_collector__signal_exit_protected_region [207]
                0.00    0.00    2762/1467903     funk2_protected_alloc_array__signal_enter_protected_region [342]
                0.00    0.00    2708/1449264     funk2_garbage_collector_pool__signal_enter_protected_region [353]
                0.00    0.00    2717/1450975     funk2_protected_alloc_array__signal_exit_protected_region [375]
                0.00    0.00       3/3           f2__cause__remove_fiber [844]
                0.00    0.00   40485/44530       f2mutex__trylock [951]
                0.00    0.00    5736/423661      f2integer__new [940]
                0.00    0.00    2660/1421121     funk2_garbage_collector_pool__signal_exit_protected_region [933]
                                2890             execute_next_bytecodes__helper__fast_loop <cycle 1> [68]
-----------------------------------------------
                0.00    0.00    1755/3848932     pfunk2__f2simple_array__elt__set [616]
                0.11    0.81 3847177/3848932     pfunk2__f2traced_array__elt__set__trace_depth [20]
[117]    1.1    0.11    0.81 3848932         funk2_garbage_collector__know_of_protected_f2ptr [117]
                0.07    0.73 3889160/11393113     this_processor_thread__pool_index [74]
-----------------------------------------------
                                                 <spontaneous>
[118]    1.0    0.00    0.89                 funk2_management_thread_command__save_memory_image__execute [118]
                0.00    0.89       1/1           funk2_memory__save_image_to_file [119]
                0.00    0.00       2/3619        funk2_status [654]
-----------------------------------------------
                0.00    0.89       1/1           funk2_management_thread_command__save_memory_image__execute [118]
[119]    1.0    0.00    0.89       1         funk2_memory__save_image_to_file [119]
                0.00    0.81       1/1           funk2_garbage_collector__save_to_stream [126]
                0.00    0.08       1/5           funk2_memory__print_gc_stats [192]
                0.00    0.00       1/1           funk2_never_delete_list__save_to_stream [714]
                0.00    0.00       6/6           funk2_memorypool__save_to_stream [856]
                0.00    0.00       9/3619        funk2_status [654]
